Family Subfamily Tribe Subtribe,Genus (Subgenus) species,States,Status,Host plant Family Tribe Genera
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) timberlakei,CA-NV-OR,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L., Lupinus L., Psorothamnus Rydb., Trifolium L."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Cubitognatha) xenomastax,CA-NV-UT,Uncommon-Rare,"Fabaceae: Astragalus L., Dalea L., Lupinus L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Atoposmia (Atoposmia) abjecta,CA-CO-ID-MT-NV-OR-UT-WY,Uncommon-Rare,Penstemon Schmidel [Keckiella Straw?]
Megachilidae: Megachilinae: Osmiini,Atoposmia (Atoposmia) anthodyta,AZ-CA-CO-ID-NV-UT,Rare,Penstemon Schmidel [Keckiella Straw?]
Megachilidae: Megachilinae: Osmiini,Atoposmia (Hexosmia) copelandica,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Osmiini,Atoposmia (Eremosmia) daleae,AZ-CA-NV-NM,Rare,Dalea L.
Megachilidae: Megachilinae: Osmiini,Atoposmia (Eremosmia) enceliae,AZ-CA-NV-UT,Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Chaenactis DC., Encelia Adans."
Megachilidae: Megachilinae: Osmiini,Atoposmia (Eremosmia) hypostomalis,AZ-CA-NV-UT,Rare,"Fabaceae: Astragalus L., Dalea L., Lotus L."
Megachilidae: Megachilinae: Osmiini,Atoposmia (Atoposmia) oregona,CA-ID-OR,Rare,Penstemon Schmidel [Keckiella Straw?]
Megachilidae: Megachilinae: Osmiini,Atoposmia (Eremosmia) robustula,CA-NV,Rare,"Fabaceae: Astragalus L., Dalea L., Lotus L."
Megachilidae: Megachilinae: Osmiini,Atoposmia (Eremosmia) segregata,CA-NV,Rare,Fabaceae: Psorothamnus Rydb.
Megachilidae: Megachilinae: Osmiini,Atoposmia (Eremosmia) timberlakei,AZ-CA-NV-UT,Rare,Fabaceae: Astragalus L.
Megachilidae: Megachilinae: Osmiini,Atoposmia (Atoposmia) triodonta,CA-CO-ID-MT-NV-OR-UT-WY,Uncommon-Rare,Penstemon Schmidel [Keckiella Straw?]
Megachilidae: Megachilinae: Osmiini,Chelostoma (Neochelostoma) californicum,CA-NM-UT,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Osmiini,Chelostoma (Neochelostoma) cockerelli,AZ-CA-NV-OR-UT,Uncommon-Rare,Eriodictyon Benth.
Megachilidae: Megachilinae: Osmiini,Chelostoma (Neochelostoma) incisulum,CA,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Osmiini,Chelostoma (Neochelostoma) marginatum,AZ-CA-NV,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Osmiini,Chelostoma (Neochelostoma) minutum,CA-ID-NM-NV-OR-UT-WA,Uncommon,"Boraginaceae: Cryptantha Lehm. ex G. Don, Eriodictyon Benth., Nama L., Nemophila Nutt., Phacelia Juss."
Megachilidae: Megachilinae: Osmiini,Chelostoma (Neochelostoma) phaceliae,CA-ID-NV-OR-UT-WA,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Osmiini,Chelostoma (Prochelostoma) philadelphi,AL-CT-GA-MA-MD-ME-MS-NC-NJ-NY-SC-VA-WV,Uncommon-Rare,Philadelphus L.
Megachilidae: Megachilinae: Osmiini,Heriades (Neotrypetes) cressoni,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Erigeron L., Grindelia Willd., Helianthus L., Machaeranthera Nees, Senecio L."
Megachilidae: Megachilinae: Osmiini,Heriades (Neotrypetes) crucifera,AZ-NM,Rare,"Asteraceae: Erigeron L., Heliomeris Nutt., Machaeranthera Nees, Verbesina L."
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) basingeri,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Alcidamea) biscutellae,AZ-CA-NM-NV-UT,Uncommon-Rare,Larrea Cav.
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) bunocephala,CA,Rare,Lotus L.
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) caudex,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Alcidamea) colei,AZ-CA-CO-NV-UT,Uncommon-Rare,Eriodictyon Benth.
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) cryptanthae,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) deserticola,AZ-CA,Uncommon-Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Alcidamea) elongaticeps,AZ-CA-NV-UT-WY,Rare,"Fabaceae: Astragalus L., Dalea L., Lotus L."
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) evansi,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) hamulicornis,CA-NV,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) howardi,CA,Uncommon-Rare,Lotus L.
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) incanescens,AZ-CA-NV-UT,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) jacintana,CA-OR,Uncommon-Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) mojavensis,AZ-CA-NV-UT,Uncommon-Rare,"Boraginaceae: Nama L., Phacelia Juss."
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) nanula,CA-NV,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) nigrella,CA-NV,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Alcidamea) paroselae,AZ-CA-NV-UT,Uncommon-Rare,"Fabaceae: Astragalus L., Dalea L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) pygmaea,AZ-CA-NV-UT,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) reducta,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) remotula,AZ-CA-NM-NV,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) seminigra,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) semirubra,CA,Uncommon-Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) tristis,CA,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Hoplitis (Proteriades) xerophila,AZ-CA-NV-UT,Rare,Cryptantha Lehm. ex G. Don
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) brevis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Penstemon Schmidel
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) calcarata,CA-CO,Rare,"Fabaceae: Astragalus L., Lotus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Cephalosmia) californica,CA-CO-ID-MT-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae: Balsamorhiza Nutt., Chaenactis DC., Cirsium Mill., Ericameria Nutt., Heliomeris Nutt., Heterotheca Cass., Layia Hook. & Arn. ex DC., Senecio L., Wyethia Nutt."
Megachilidae: Megachilinae: Osmiini,Osmia (Helicosmia) chalybea,UT,Rare,Cirsium Mill.
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) cyaneonitens,CO-MT-NV-UT,Rare,Penstemon Schmidel
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) dakotensis,CA-CO-ID-MT-NM-UT-WY,Rare,"Fabaceae: Astragalus L., Hedysarum L."
Megachilidae: Megachilinae: Osmiini,Osmia (Helicosmia) coloradensis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae: Chaenactis DC., Cirsium Mill., Coreopsis L., Encelia Adans., Erigeron L., Senecio L."
Megachilidae: Megachilinae: Osmiini,Osmia (Cephalosmia) grinnelli,CA-CO-ID-NV-OR-UT,Uncommon-Rare,"Asteraceae: Chaenactis DC., Coreopsis L., Encelia Adans., Ericameria Nutt., Hulsea Torr. & A. Gray"
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) integra,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L., Lupinus L., Thermopsis R. Br."
Megachilidae: Megachilinae: Osmiini,Osmia (Trichinosmia) latisulcata,AZ-CA-CO-NM-NV-UT,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L., Lupinus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) liogastra,AZ-CA-NM-NV-UT,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L., Lupinus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) longula,CA-CO-ID-MT-NV-OR-UT-WA-WY,Uncommon-Rare,"Fabaceae: Astragalus L., Hedysarum L., Lupinus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) lupinicola,CA,Rare,Fabaceae: Lotus L.
Megachilidae: Megachilinae: Osmiini,Osmia (Cephalosmia) marginipennis,CA-CO-ID-MT-NV-OR-UT-WA-WY,Rare,"Asteraceae: Balsamorhiza Nutt., Chaenactis DC., Layia Hook. & Arn. ex DC."
Megachilidae: Megachilinae: Osmiini,Osmia (Cephalosmia) montana,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae: Agoseris Raf., Chaenactis DC., Cirsium Mill., Encelia Adans., Ericameria Nutt., Erigeron L., Eriophyllum Lag., Grindelia Willd., Helianthella Torr. & A. Gray, Hulsea Torr. & A. Gray, Layia Hook. & Arn. ex DC., Senecio L., Wyethia Nutt."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) nifoata,CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Fabaceae: Astragalus L., Hedysarum L., Lotus L., Lupinus L., Trifolium L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) nigrifrons,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Fabaceae: Astragalus L., Lupinus L., Trifolium L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) nigrobarbata,AZ-CA-CO-ID-NM-NV-OR-UT-WA,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L., Lupinus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) obliqua,AZ-CA-ID-NV-OR-UT,Rare,"Fabaceae: Astragalus L., Lotus L., Trifolium L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) physariae,CA-CO-ID-NV-OR-UT-WA-WY,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L., Trifolium L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) regulina,CA-NV-OR-WA,Uncommon-Rare,"Fabaceae: Astragalus L., Trifolium L."
Megachilidae: Megachilinae: Osmiini,Osmia (Osmia) ribifloris,AZ-CA-CO-ID-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Ericaceae: Arctostaphylos Adans.
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) sanctaerosae,CA-ID-UT,Rare,"Fabaceae: Lotus L., Lupinus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Cephalosmia) subaustralis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Chaenactis DC., Cirsium Mill., Encelia Adans., Erigeron L., Grindelia Willd., Helianthus L., Heliomeris Nutt., Senecio L., Wyethia Nutt."
Megachilidae: Megachilinae: Osmiini,Osmia (Helicosmia) texana,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Cirsium Mill.
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) titusi,AZ-CA-NM-NV-UT,Uncommon-Rare,"Fabaceae: Astragalus L., Dalea L., Lotus L., Lupinus L."
Megachilidae: Megachilinae: Osmiini,Osmia (Melanosmia) trifoliama,CA-ID-OR-WA,Rare,Fabaceae: Trifolium L.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Disparapis) arenicola,AZ-CA-NV,Rare,"Asteraceae: Chaenactis DC., Encelia Adans., Geraea Torr. & A. Gray"
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Amblyapis) arida,AZ-CA-NV,Rare,Larrea Cav.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Carinapis) carinata,CO-ID-NV-OR-UT-WY,Rare,Asteraceae: Helianthus L.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Carinapis) fulvipes,AZ-CA-NV,Uncommon,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Chaenactis DC., Encelia Adans., Geraea Torr. & A. Gray"
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Amblyapis) ilicifoliae,CA,Rare,"Adenostoma Hook. & Arn., Eriogonum Michx."
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Amblyapis) larreae,AZ-CA-NM-NV-UT,Uncommon,Larrea Cav.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Xeralictoides) laticeps,AZ-CA-NV,Uncommon-Rare,"Loasaceae: Eucnide Zucc., Mentzelia L."
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Ambylapis) leucura,AZ-CA,Rare,Dalea L.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Panurgomia) pellucida,CA,Rare,Eschscholzia Cham.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Panurgomia) regularis,CA,Rare,Clarkia Pursh
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Carinapis) rhodocerata,AZ-NM,Common-Uncommon,"Asteraceae: Bahia Lag., Baileya Harv. & A. Gray ex A. Gray, Chloracantha G.L. Nesom, Dyssodia Cav., Gutierrezia Lag., Helianthus L., Heliomeris Nutt., Heterotheca Cass., Hymenothrix A. Gray, Isocoma Nutt., Machaeranthera Nees, Pectis L., Verbesina L., Xylothamia G.L. Nesom, Suh, D. Morgan & Simpson"
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Carinapis) rodecki,AZ-CO-NM,Rare,Asteraceae: Helianthus L.
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Zacesta) rufipes,CA-UT,Rare,"Polemoniaceae: Eriastrum Wooton & Standl., Navarretia Ruiz & Pav."
Melittidae: Dasypodainae: Hesperapini,Hesperapis (Hesperapis) trochanterata,AZ,Rare,Nama L.
Melittidae: Melittinae: Macropidini,Macropis (Macropis) nuda,CO-ID-MT-UT-WY,Uncommon-Rare,Lysimachia L.
Melittidae: Melittinae: Melittini,Melitta (Cilissa) californica,AZ-CA-NM,Rare,Sphaeralcea A. St.-Hil.
