Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,ConceptNum,Acronym,FloraPage,Scientific_name_auths
Dicotyledons,Aizoaceae,Carpobrotus chilensis,Accepted,Carpobrotus chilensis,,"exotic, naturalized",Fully described,2629,CARCHI,"vol2, pg61",Carpobrotus chilensis (Molina) N.E. Br. 
Dicotyledons,Aizoaceae,Carpobrotus edulis,Accepted,Carpobrotus edulis,,"exotic, not naturalized",,14440,CAREDU,,Carpobrotus edulis (L.) N.E. Br. 
Dicotyledons,Aizoaceae,Delosperma cooperi,Accepted,Delosperma cooperi,,"exotic, not naturalized",,14205,DELCOO,,Delosperma cooperi L. Bolus 
Dicotyledons,Aizoaceae,Mesembryanthemum chilense,Synonym,Carpobrotus chilensis,,,,2629,MESCHI,,Mesembryanthemum chilense Molina 
Dicotyledons,Aizoaceae,Sesuvium verrucosum,Accepted,Sesuvium verrucosum,,native,Fully described,3795,SESVER,"vol2, pg62",Sesuvium verrucosum Raf. 
Dicotyledons,Aizoaceae,Tetragonia expansa,Synonym,Tetragonia tetragonioides,,,,4056,TETEXP,,Tetragonia expansa Murray 
Dicotyledons,Aizoaceae,Tetragonia tetragonioides,Accepted,Tetragonia tetragonioides,,"exotic, not naturalized",,4056,TETTET,,Tetragonia tetragonioides (Pall.) Kuntze 
Dicotyledons,Amaranthaceae,Allenrolfea occidentalis,Accepted,Allenrolfea occidentalis,,native,Fully described,135,ALLOCC,"vol2, pg64",Allenrolfea occidentalis (S. Watson) Kuntze 
Dicotyledons,Amaranthaceae,Amaranthus albus,Accepted,Amaranthus albus,,"exotic, naturalized",Fully described,162,AMAALB,"vol2, pg65",Amaranthus albus L. 
Dicotyledons,Amaranthaceae,Amaranthus blitoides,Accepted,Amaranthus blitoides,,uncertain,Fully described,176,AMABLI,"vol2, pg65",Amaranthus blitoides S. Watson 
Dicotyledons,Amaranthaceae,Amaranthus californicus,Accepted,Amaranthus californicus,,native,Fully described,169,AMACAL,"vol2, pg65",Amaranthus californicus (Moq.) S. Watson 
Dicotyledons,Amaranthaceae,Amaranthus deflexus,Accepted,Amaranthus deflexus,,"exotic, not naturalized",,174,AMADEF,,Amaranthus deflexus L. 
Dicotyledons,Amaranthaceae,Amaranthus graecizans,Misapplied,Amaranthus blitoides,,,,176,AMAGRA,,Amaranthus graecizans L. 
Dicotyledons,Amaranthaceae,Amaranthus hybridus,Accepted,Amaranthus hybridus,,uncertain,Fully described,177,AMAHYB,"vol2, pg66",Amaranthus hybridus L. 
Dicotyledons,Amaranthaceae,Amaranthus hypochondriacus,Accepted,Amaranthus hypochondriacus,,"exotic, not naturalized",,5045,AMAHYP,,Amaranthus hypochondriacus L. 
Dicotyledons,Amaranthaceae,Amaranthus palmeri,Accepted,Amaranthus palmeri,,"exotic, not naturalized",,14870,AMAPAL,,Amaranthus palmeri S. Watson 
Dicotyledons,Amaranthaceae,Amaranthus powellii,Accepted,Amaranthus powellii,,native,Fully described,181,AMAPOW,"vol2, pg66",Amaranthus powellii S. Watson 
Dicotyledons,Amaranthaceae,Amaranthus retroflexus,Accepted,Amaranthus retroflexus,,native,Fully described,183,AMARET,"vol2, pg66",Amaranthus retroflexus L. 
Dicotyledons,Amaranthaceae,Amaranthus viridis,Accepted,Amaranthus viridis,,"exotic, not naturalized",,12779,AMAVIR,,Amaranthus viridis L. 
Dicotyledons,Amaranthaceae,Atriplex argentea,Accepted,Atriplex argentea,Bare species,native,,9895,ATRARG,,Atriplex argentea Nutt. 
Dicotyledons,Amaranthaceae,Atriplex argentea var. hillmanii,Accepted,Atriplex argentea var. hillmanii,,native,Fully described,541,ATRARGHIL,"vol2, pg68",Atriplex argentea Nutt. var. hillmanii M.E. Jones 
Dicotyledons,Amaranthaceae,Atriplex canescens,Accepted,Atriplex canescens,Bare species,native,,9896,ATRCAN,,Atriplex canescens (Pursh) Nutt. 
Dicotyledons,Amaranthaceae,Atriplex canescens ssp. canescens,Synonym,Atriplex canescens var. canescens,,,,543,ATRCANCAN2,,Atriplex canescens (Pursh) Nutt. ssp. canescens 
Dicotyledons,Amaranthaceae,Atriplex canescens var. canescens,Accepted,Atriplex canescens var. canescens,,native,Fully described,543,ATRCANCAN,"vol2, pg68",Atriplex canescens (Pursh) Nutt. var. canescens 
Dicotyledons,Amaranthaceae,Atriplex confertifolia,Accepted,Atriplex confertifolia,,native,Fully described,544,ATRCON,"vol2, pg68",Atriplex confertifolia (Torr. & Frém.) S. Watson 
Dicotyledons,Amaranthaceae,Atriplex dioica,Accepted,Atriplex dioica,,native,Fully described,4857,ATRDIO,"vol2, pg69",Atriplex dioica Raf. 
Dicotyledons,Amaranthaceae,Atriplex gardneri,Accepted,Atriplex gardneri,Bare species,native,,9916,ATRGAR,,Atriplex gardneri (Moq.) D. Dietr. 
Dicotyledons,Amaranthaceae,Atriplex gardneri var. falcata,Accepted,Atriplex gardneri var. falcata,,native,Fully described,549,ATRGARFAL,"vol2, pg69",Atriplex gardneri (Moq.) D. Dietr. var. falcata (M.E. Jones) S.L. Welsh 
Dicotyledons,Amaranthaceae,Atriplex gmelinii,Accepted,Atriplex gmelinii,Bare species,native,,9893,ATRGME,,Atriplex gmelinii C.A Meyer 
Dicotyledons,Amaranthaceae,Atriplex gmelinii var. gmelinii,Accepted,Atriplex gmelinii var. gmelinii,,native,Fully described,552,ATRGMEGME,"vol2, pg69",Atriplex gmelinii C.A Meyer var. gmelinii 
Dicotyledons,Amaranthaceae,Atriplex hastata,Synonym,Atriplex prostrata,,,,550,ATRHAS,,Atriplex hastata L. 
Dicotyledons,Amaranthaceae,Atriplex heterosperma,Synonym,Atriplex micrantha,,,,4849,ATRHET,,Atriplex heterosperma Bunge 
Dicotyledons,Amaranthaceae,Atriplex hortensis,Accepted,Atriplex hortensis,,"exotic, not naturalized",Fully described,548,ATRHOR,"vol2, pg69",Atriplex hortensis L. 
Dicotyledons,Amaranthaceae,Atriplex hymenelytra,Accepted,Atriplex hymenelytra,,"exotic, not naturalized",,14242,ATRHYM,,Atriplex hymenelytra (Torr.) S. Watson 
Dicotyledons,Amaranthaceae,Atriplex micrantha,Accepted,Atriplex micrantha,,"exotic, naturalized",Fully described,4849,ATRMIC,"vol2, pg70",Atriplex micrantha Ledeb. 
Dicotyledons,Amaranthaceae,Atriplex nuttallii var. falcata,Synonym,Atriplex gardneri var. falcata,,,,549,ATRNUTFAL,,Atriplex nuttallii S. Watson var. falcata M.E. Jones 
Dicotyledons,Amaranthaceae,Atriplex oblongifolia,Accepted,Atriplex oblongifolia,,"exotic, not naturalized",,14932,ATROBL,,"Atriplex oblongifolia 	Waldst. & Kit. "
Dicotyledons,Amaranthaceae,Atriplex patula,Accepted,Atriplex patula,,native,Fully described,553,ATRPAT,"vol2, pg70",Atriplex patula L. 
Dicotyledons,Amaranthaceae,Atriplex patula var. hastata,Synonym,Atriplex prostrata,,,,550,ATRPATHAS,,Atriplex patula L. var. hastata (L.) A. Gray 
Dicotyledons,Amaranthaceae,Atriplex patula var. obtusa,Synonym,Atriplex gmelinii var. gmelinii,,,,552,ATRPATOBT,,Atriplex patula L. var. obtusa (Cham.) C.L. Hitchc. 
Dicotyledons,Amaranthaceae,Atriplex patula var. patula,Synonym,Atriplex patula,,,,553,ATRPATPAT,,Atriplex patula L. var. patula 
Dicotyledons,Amaranthaceae,Atriplex powellii,Accepted,Atriplex powellii,,native,Fully described,4704,ATRPOW,"vol2, pg70",Atriplex powellii S. Watson 
Dicotyledons,Amaranthaceae,Atriplex powellii var. powellii,Synonym,Atriplex powellii,,,,4704,ATRPOWPOW,,Atriplex powellii S. Watson var. powellii 
Dicotyledons,Amaranthaceae,Atriplex prostrata,Accepted,Atriplex prostrata,,native,Fully described,550,ATRPRO,"vol2, pg71",Atriplex prostrata DC. 
Dicotyledons,Amaranthaceae,Atriplex pusilla,Accepted,Atriplex pusilla,,native,Fully described,556,ATRPUS,"vol2, pg71",Atriplex pusilla (Torr.) S. Watson 
Dicotyledons,Amaranthaceae,Atriplex rosea,Accepted,Atriplex rosea,,"exotic, naturalized",Fully described,557,ATRROS,"vol2, pg71",Atriplex rosea L. 
Dicotyledons,Amaranthaceae,Atriplex truncata,Accepted,Atriplex truncata,,native,Fully described,559,ATRTRU,"vol2, pg72",Atriplex truncata (Torrey) A. Gray 
Dicotyledons,Amaranthaceae,Bassia hyssopifolia,Accepted,Bassia hyssopifolia,,"exotic, naturalized",Fully described,575,BASHYS,"vol2, pg72",Bassia hyssopifolia (Pall.) Kuntze 
Dicotyledons,Amaranthaceae,Bassia scoparia,Accepted,Bassia scoparia,,"exotic, naturalized",Fully described,2240,BASSCO,"vol2, pg72",Bassia scoparia (L.) A.J. Scott 
Dicotyledons,Amaranthaceae,Beta vulgaris,Accepted,Beta vulgaris,,"exotic, not naturalized",,4413,BETVUL,,Beta vulgaris L. 
Dicotyledons,Amaranthaceae,Beta vulgaris ssp. vulgaris,Synonym,Beta vulgaris,,,,4413,BETVULVUL,,Beta vulgaris L. ssp. vulgaris 
Dicotyledons,Amaranthaceae,Blitum capitatum,Synonym,Chenopodium capitatum,,,,9769,BLICAP,,Blitum capitatum L. 
Dicotyledons,Amaranthaceae,Blitum hastatum,Synonym,Chenopodium capitatum var. parvicapitatum,,,,4822,BLIHAS,,Blitum hastatum Rydb. 
Dicotyledons,Amaranthaceae,Blitum nuttallianum,Accepted,Blitum nuttallianum,,native,Fully described,2748,BLINUT,"vol2, pg73",Blitum nuttallianum Schult. 
Dicotyledons,Amaranthaceae,Blitum spathulatum,Accepted,Blitum spathulatum,,native,Fully described,2755,BLISPA,"vol2, pg73",Blitum spathulatum (A.Gray) S.Fuentes 
Dicotyledons,Amaranthaceae,Blitum virgatum,Synonym,Chenopodium foliosum,,,,1066,BLIVIR,,Blitum virgatum L. 
Dicotyledons,Amaranthaceae,Chenopodiastrum simplex,Synonym,Chenopodium simplex,,,,1075,CHESIM2,,"Chenopodiastrum simplex (Torr.) S. Fuentes, Uotila & Borsch "
Dicotyledons,Amaranthaceae,Chenopodium album,Synonym,Chenopodium berlandieri var. zschackei,in part,,,13775,CHEALB7CHEBERZSC,,Chenopodium album L. 
Dicotyledons,Amaranthaceae,Chenopodium album,Accepted,Chenopodium album,sensu stricto,"exotic, naturalized",Fully described,1052,CHEALB1,"vol2, pg75",Chenopodium album L. 
Dicotyledons,Amaranthaceae,Chenopodium album var. album,Synonym,Chenopodium album,,,,1052,CHEALBALB,,Chenopodium album L. var. album 
Dicotyledons,Amaranthaceae,Chenopodium ambrosioides,Synonym,Dysphania ambrosioides,,,,1054,CHEAMB,,Chenopodium ambrosioides L. 
Dicotyledons,Amaranthaceae,Chenopodium ambrosioides var. ambrosioides,Synonym,Dysphania ambrosioides,,,,1054,CHEAMBAMB,,Chenopodium ambrosioides L. var. ambrosioides 
Dicotyledons,Amaranthaceae,Chenopodium ambrosioides var. anthelminticum,Synonym,Dysphania ambrosioides,,,,1054,CHEAMBANT,,Chenopodium ambrosioides L. var. anthelminticum (L.) A. Gray 
Dicotyledons,Amaranthaceae,Chenopodium atrovirens,Accepted,Chenopodium atrovirens,,native,Fully described,1067,CHEATR,"vol2, pg75",Chenopodium atrovirens Rydb. 
Dicotyledons,Amaranthaceae,Chenopodium berlandieri,Accepted,Chenopodium berlandieri,Bare species,native,,13774,CHEBER,,Chenopodium berlandieri Moq. 
Dicotyledons,Amaranthaceae,Chenopodium berlandieri var. zschackei,Accepted,Chenopodium berlandieri var. zschackei,,native,Fully described,13775,CHEBERZSC,"vol2, pg75",Chenopodium berlandieri Moq. var. zschackei (Murr) Murr 
Dicotyledons,Amaranthaceae,Chenopodium botrys,Synonym,Dysphania botrys,,,,1057,CHEBOT,,Chenopodium botrys L. 
Dicotyledons,Amaranthaceae,Chenopodium capitatum,Accepted,Chenopodium capitatum,Bare species,native,,9769,CHECAP,,Chenopodium capitatum (L.) Asch. 
Dicotyledons,Amaranthaceae,Chenopodium capitatum var. capitatum,Accepted,Chenopodium capitatum var. capitatum,,"exotic, not naturalized",,1059,CHECAPCAP,,Chenopodium capitatum (L.) Asch. var. capitatum 
Dicotyledons,Amaranthaceae,Chenopodium capitatum var. parvicapitatum,Accepted,Chenopodium capitatum var. parvicapitatum,,native,Fully described,4822,CHECAPPAR,"vol2, pg76",Chenopodium capitatum (L.) Asch. var. parvicapitatum S.L. Welsh 
Dicotyledons,Amaranthaceae,Chenopodium chenopodioides,Accepted,Chenopodium chenopodioides,,"exotic, naturalized",Fully described,1060,CHECHE,"vol2, pg76",Chenopodium chenopodioides (L.) Aellen 
Dicotyledons,Amaranthaceae,Chenopodium desiccatum,Accepted,Chenopodium desiccatum,,native,Fully described,12835,CHEDES,"vol2, pg76",Chenopodium desiccatum A. Nelson 
Dicotyledons,Amaranthaceae,Chenopodium foliosum,Accepted,Chenopodium foliosum,,"exotic, naturalized",Fully described,1066,CHEFOL,"vol2, pg77",Chenopodium foliosum (Moench) Asch. 
Dicotyledons,Amaranthaceae,Chenopodium fremontii,Accepted,Chenopodium fremontii,,native,Fully described,1068,CHEFRE,"vol2, pg77",Chenopodium fremontii S. Watson 
Dicotyledons,Amaranthaceae,Chenopodium fremontii var. atrovirens,Synonym,Chenopodium atrovirens,,,,1067,CHEFREATR,,Chenopodium fremontii S. Watson var. atrovirens (Rydb.) Fosberg 
Dicotyledons,Amaranthaceae,Chenopodium fremontii var. fremontii,Synonym,Chenopodium fremontii,,,,1068,CHEFREFRE,,Chenopodium fremontii S. Watson var. fremontii 
Dicotyledons,Amaranthaceae,Chenopodium glaucum,Accepted,Chenopodium glaucum,,uncertain,Fully described,1071,CHEGLA,"vol2, pg77",Chenopodium glaucum L. 
Dicotyledons,Amaranthaceae,Chenopodium glaucum var. salinum,Synonym,Chenopodium glaucum,,,,1071,CHEGLASAL,,Chenopodium glaucum L. var. salinum (Standl.) B. Boivin 
Dicotyledons,Amaranthaceae,Chenopodium humile,Synonym,Chenopodium rubrum var. humile,,,,14585,CHEHUM,,Chenopodium humile Hook. 
Dicotyledons,Amaranthaceae,Chenopodium hybridum,Misapplied,Chenopodium simplex,,,,1075,CHEHYB,,Chenopodium hybridum L. 
Dicotyledons,Amaranthaceae,Chenopodium incanum,Accepted,Chenopodium incanum,Bare species,"exotic, not naturalized",,14490,CHEINC,,Chenopodium incanum (S. Watson) A. Heller 
Dicotyledons,Amaranthaceae,Chenopodium incanum var. occidentale,Accepted,Chenopodium incanum var. occidentale,,"exotic, not naturalized",,14410,CHEINCOCC,,Chenopodium incanum (S. Watson) A. Heller var. occidentale D.J. Crawford 
Dicotyledons,Amaranthaceae,Chenopodium incognitum,Accepted,Chenopodium incognitum,,"exotic, not naturalized",,14659,CHEINC2,,Chenopodium incognitum Wahl 
Dicotyledons,Amaranthaceae,Chenopodium leptophyllum,Accepted,Chenopodium leptophyllum,,native,Fully described,1080,CHELEP,"vol2, pg77",Chenopodium leptophyllum (Moq.) S. Watson 
Dicotyledons,Amaranthaceae,Chenopodium leptophyllum var. leptophyllum,Synonym,Chenopodium leptophyllum,,,,1080,CHELEPLEP,,Chenopodium leptophyllum (Moq.) S. Watson var. leptophyllum 
Dicotyledons,Amaranthaceae,Chenopodium leptophyllum var. oblongifolium,Synonym,Chenopodium desiccatum,,,,12835,CHELEPOBL,,Chenopodium leptophyllum (Moq.) S. Watson var. oblongifolium S. Watson 
Dicotyledons,Amaranthaceae,Chenopodium leptophyllum var. subglabrum,Misapplied,Chenopodium subglabrum,,,,12987,CHELEPSUB,,Chenopodium leptophyllum (Moq.) S. Watson var. subglabrum S. Watson 
Dicotyledons,Amaranthaceae,Chenopodium multifida,Synonym,Dysphania multifida,,,,4823,CHEMUL2,,Chenopodium multifida L. 
Dicotyledons,Amaranthaceae,Chenopodium multifidum,Synonym,Dysphania multifida,,,,4823,CHEMUL,,Chenopodium multifidum L. 
Dicotyledons,Amaranthaceae,Chenopodium murale,Accepted,Chenopodium murale,,"exotic, not naturalized",,1090,CHEMUR,,Chenopodium murale L. 
Dicotyledons,Amaranthaceae,Chenopodium nevadense,Accepted,Chenopodium nevadense,,native,Fully described,1095,CHENEV,"vol2, pg77",Chenopodium nevadense Standl. 
Dicotyledons,Amaranthaceae,Chenopodium polyspermum,Accepted,Chenopodium polyspermum,Bare species,"exotic, not naturalized",,13757,CHEPOL,,Chenopodium polyspermum L. 
Dicotyledons,Amaranthaceae,Chenopodium polyspermum var. acutifolium,Accepted,Chenopodium polyspermum var. acutifolium,,"exotic, not naturalized",,1100,CHEPOLACU,,Chenopodium polyspermum L. var. acutifolium (Sm.) Gaud. 
Dicotyledons,Amaranthaceae,Chenopodium pratericola,Accepted,Chenopodium pratericola,,native,Fully described,4824,CHEPRA,"vol2, pg77",Chenopodium pratericola Rydb. 
Dicotyledons,Amaranthaceae,Chenopodium pumilio,Synonym,Dysphania pumilio,,,,1101,CHEPUM,,Chenopodium pumilio R. Br. 
Dicotyledons,Amaranthaceae,Chenopodium rubrum,Accepted,Chenopodium rubrum,,native,Fully described,14595,CHERUB,"vol2, pg78",Chenopodium rubrum L. 
Dicotyledons,Amaranthaceae,Chenopodium rubrum var. humile,Accepted,Chenopodium rubrum var. humile,,native,Fully described,14585,CHERUBHUM,"vol2, pg78",Chenopodium rubrum L. var. humile (Hook.) S. Watson 
Dicotyledons,Amaranthaceae,Chenopodium rubrum var. rubrum,Accepted,Chenopodium rubrum var. rubrum,,native,Fully described,1102,CHERUBRUB,"vol2, pg78",Chenopodium rubrum L. var. rubrum 
Dicotyledons,Amaranthaceae,Chenopodium salinum,Synonym,Chenopodium glaucum,,,,1071,CHESAL,,Chenopodium salinum Standl. 
Dicotyledons,Amaranthaceae,Chenopodium scoparium,Synonym,Bassia scoparia,,,,2240,CHESCO,,Chenopodium scoparium L. 
Dicotyledons,Amaranthaceae,Chenopodium simplex,Accepted,Chenopodium simplex,,native,Fully described,1075,CHESIM,"vol2, pg78",Chenopodium simplex (Torr.) Raf. 
Dicotyledons,Amaranthaceae,Chenopodium strictum,Accepted,Chenopodium strictum,Bare species,"exotic, not naturalized",,9225,CHESTR,,Chenopodium strictum Roth 
Dicotyledons,Amaranthaceae,Chenopodium strictum var. glaucophyllum,Accepted,Chenopodium strictum var. glaucophyllum,,"exotic, not naturalized",,1104,CHESTRGLA,,Chenopodium strictum Roth var. glaucophyllum (Aellen) Wahl 
Dicotyledons,Amaranthaceae,Chenopodium subglabrum,Accepted,Chenopodium subglabrum,,"exotic, not naturalized",,12987,CHESUB,,Chenopodium subglabrum (S. Watson) A. Nelson 
Dicotyledons,Amaranthaceae,Chenopodium virgatum,Synonym,Chenopodium foliosum,,,,1066,CHEVIR,,Chenopodium virgatum (L.) Ambrosi 
Dicotyledons,Amaranthaceae,Chenopodium vulvaria,Accepted,Chenopodium vulvaria,,"exotic, not naturalized",,5050,CHEVUL,,Chenopodium vulvaria L. 
Dicotyledons,Amaranthaceae,Corispermum americanum,Accepted,Corispermum americanum,Bare species,native,,9976,CORAME,,Corispermum americanum (Nutt.) Nutt. 
Dicotyledons,Amaranthaceae,Corispermum americanum var. americanum,Accepted,Corispermum americanum var. americanum,,native,Fully described,1209,CORAMEAME,"vol2, pg79",Corispermum americanum (Nutt.) Nutt. var. americanum 
Dicotyledons,Amaranthaceae,Corispermum hyssopifolium,Misapplied,Corispermum americanum var. americanum,,,,1209,CORHYS7CORAMEAME,,Corispermum hyssopifolium L. 
Dicotyledons,Amaranthaceae,Corispermum hyssopifolium,Misapplied,Corispermum pacificum,,,,12682,CORHYS7CORPAC,,Corispermum hyssopifolium L. 
Dicotyledons,Amaranthaceae,Corispermum pacificum,Accepted,Corispermum pacificum,,native,Fully described,12682,CORPAC,"vol2, pg79",Corispermum pacificum Mosyakin 
Dicotyledons,Amaranthaceae,Corispermum villosum,Accepted,Corispermum villosum,,native,Fully described,12643,CORVIL,"vol2, pg79",Corispermum villosum Rydb. 
Dicotyledons,Amaranthaceae,Dysphania ambrosioides,Accepted,Dysphania ambrosioides,,"exotic, naturalized",Fully described,1054,DYSAMB,"vol2, pg80",Dysphania ambrosioides (L.) Mosyakin & Clemants 
Dicotyledons,Amaranthaceae,Dysphania anthelmintica,Synonym,Dysphania ambrosioides,,,,1054,DYSANT,,Dysphania anthelmintica (L.) Mosyakin & Clemants 
Dicotyledons,Amaranthaceae,Dysphania botrys,Accepted,Dysphania botrys,,"exotic, naturalized",Fully described,1057,DYSBOT,"vol2, pg80",Dysphania botrys (L.) Mosyakin & Clemants 
Dicotyledons,Amaranthaceae,Dysphania multifida,Accepted,Dysphania multifida,,"exotic, not naturalized",,4823,DYSMUL,,Dysphania multifida (L.) Mosyakin & Clemants 
Dicotyledons,Amaranthaceae,Dysphania pumilio,Accepted,Dysphania pumilio,,"exotic, naturalized",Fully described,1101,DYSPUM,"vol2, pg80",Dysphania pumilio (R. Br.) Mosyakin & Clemants 
Dicotyledons,Amaranthaceae,Echinopsilon hyssopifolium,Synonym,Bassia hyssopifolia,,,,575,ECHHYS,,Echinopsilon hyssopifolium (Pall.) Moq. 
Dicotyledons,Amaranthaceae,Eurotia lanata,Synonym,Krascheninnikovia lanata,,,,1783,EURLAN,,Eurotia lanata (Pursh) Moq. 
Dicotyledons,Amaranthaceae,Grayia spinosa,Accepted,Grayia spinosa,,native,Fully described,558,GRASPI,"vol2, pg81",Grayia spinosa (Hook.) Moq. 
Dicotyledons,Amaranthaceae,Halogeton glomeratus,Accepted,Halogeton glomeratus,,"exotic, naturalized",Fully described,1993,HALGLO,"vol2, pg81",Halogeton glomeratus (M. Bieb.) C.A. Mey. 
Dicotyledons,Amaranthaceae,Kochia americana,Synonym,Neokochia americana,,,,2236,KOCAME,,Kochia americana S. Watson 
Dicotyledons,Amaranthaceae,Kochia scoparia,Synonym,Bassia scoparia,,,,2240,KOCSCO,,Kochia scoparia (L.) Schrad. 
Dicotyledons,Amaranthaceae,Kochia scoparia ssp. scoparia,Synonym,Bassia scoparia,,,,2240,KOCSCOSCO,,Kochia scoparia (L.) Schrad. ssp. scoparia 
Dicotyledons,Amaranthaceae,Kochia vestita,Synonym,Neokochia americana,,,,2236,KOCVES,,Kochia vestita (S. Watson) Rydb. 
Dicotyledons,Amaranthaceae,Krascheninnikovia lanata,Accepted,Krascheninnikovia lanata,,native,Fully described,1783,KRALAN,"vol2, pg82",Krascheninnikovia lanata (Pursh) A. Meeuse & A. Smit 
Dicotyledons,Amaranthaceae,Lipandra polysperma var. acutifolia,Synonym,Chenopodium polyspermum var. acutifolium,,,,1100,LIPPOLACU,,"Lipandra polysperma (L.) S. Fuentes, Uotila & Borsch var. acutifolia Moyakin "
Dicotyledons,Amaranthaceae,Micromonolepis pusilla,Accepted,Micromonolepis pusilla,,native,Fully described,2753,MICPUS,"vol2, pg82",Micromonolepis pusilla (Torrey) Ulbrich 
Dicotyledons,Amaranthaceae,Monolepis nuttalliana,Synonym,Blitum nuttallianum,,,,2748,MONNUT,,Monolepis nuttalliana (Schult.) Greene 
Dicotyledons,Amaranthaceae,Monolepis pusilla,Synonym,Micromonolepis pusilla,,,,2753,MONPUS,,Monolepis pusilla Torr. ex S. Watson 
Dicotyledons,Amaranthaceae,Monolepis spathulata,Synonym,Blitum spathulatum,,,,2755,MONSPA2,,Monolepis spathulata A. Gray 
Dicotyledons,Amaranthaceae,Neokochia americana,Accepted,Neokochia americana,,native,Fully described,2236,NEOAME,"vol2, pg83",Neokochia americana (S. Watson) G.L. Chu & S.C. Sand. 
Dicotyledons,Amaranthaceae,Nitrophila occidentalis,Accepted,Nitrophila occidentalis,,native,Fully described,2824,NITOCC,"vol2, pg83",Nitrophila occidentalis (Moq.) S. Watson 
Dicotyledons,Amaranthaceae,Oxybasis chenopodioides,Synonym,Chenopodium chenopodioides,,,,1060,OXYCHE,,"Oxybasis chenopodioides (L.) S. Fuentes, Uotila & Borsch "
Dicotyledons,Amaranthaceae,Oxybasis glauca ssp. glauca,Synonym,Chenopodium glaucum,,,,1071,OXYGLAGLA,,"Oxybasis glauca (L.) S. Fuentes, Uotila & Borsch ssp. glauca "
Dicotyledons,Amaranthaceae,Oxybasis glauca ssp. salina,Synonym,Chenopodium glaucum,,,,1071,OXYGLASAL,,"Oxybasis glauca (L.) S. Fuentes, Uotila & Borsch ssp. salina (Standl.) Verloove "
Dicotyledons,Amaranthaceae,Oxybasis rubra var. humilis,Synonym,Chenopodium rubrum var. humile,,,,14585,OXYRUBHUM,,"Oxybasis rubra (L.) S. Fuentes, Uotila & Borsch var. humilis (Hook.) Mosyakin "
Dicotyledons,Amaranthaceae,Roubieva multifida,Synonym,Dysphania multifida,,,,4823,ROUMUL,,Roubieva multifida (L.) Moq. 
Dicotyledons,Amaranthaceae,Salicornia ambigua,Synonym,Sarcocornia perennis,,,,12185,SALAMB,,Salicornia ambigua Michx. 
Dicotyledons,Amaranthaceae,Salicornia pacifica,Synonym,Sarcocornia perennis,,,,12185,SALPAC,,Salicornia pacifica Standl. 
Dicotyledons,Amaranthaceae,Salicornia perennis,Synonym,Sarcocornia perennis,,,,12185,SALPER,,Salicornia perennis Mill. 
Dicotyledons,Amaranthaceae,Salicornia rubra,Accepted,Salicornia rubra,,native,Fully described,12164,SALRUB2,"vol2, pg84",Salicornia rubra A. Nelson 
Dicotyledons,Amaranthaceae,Salsola kali,Accepted,Salsola kali,Bare species,"exotic, not naturalized",,9226,SALKAL1,,Salsola kali L. 
Dicotyledons,Amaranthaceae,Salsola kali,Misapplied,Salsola tragus,,,,3641,SALKAL7SALTRA,,Salsola kali L. 
Dicotyledons,Amaranthaceae,Salsola kali ssp. kali,Synonym,Salsola tragus,,,,3641,SALKALKAL,,Salsola kali L. ssp. kali 
Dicotyledons,Amaranthaceae,Salsola kali ssp. pontica,Accepted,Salsola kali ssp. pontica,,"exotic, not naturalized",,4615,SALKALPON,,Salsola kali L. ssp. pontica (Pall.) Mosyakin 
Dicotyledons,Amaranthaceae,Salsola kali var. tenuifolia,Misapplied,Salsola tragus,,,,3641,SALKALTEN,,Salsola kali L. var. tenuifolia Moq. 
Dicotyledons,Amaranthaceae,Salsola tragus,Accepted,Salsola tragus,,"exotic, naturalized",Fully described,3641,SALTRA,"vol2, pg84",Salsola tragus L. 
Dicotyledons,Amaranthaceae,Sarcocornia perennis,Accepted,Sarcocornia perennis,,native,Fully described,12185,SARPER,"vol2, pg85",Sarcocornia perennis (Miller) A.J. Scott 
Dicotyledons,Amaranthaceae,Suaeda calceoliformis,Accepted,Suaeda calceoliformis,,native,Fully described,4012,SUACAL,"vol2, pg85",Suaeda calceoliformis (Hook.) Moq. 
Dicotyledons,Amaranthaceae,Suaeda depressa,Synonym,Suaeda calceoliformis,,,,4012,SUADEP,,Suaeda depressa (Pursh) S. Watson 
Dicotyledons,Amaranthaceae,Suaeda depressa var. depressa,Synonym,Suaeda calceoliformis,,,,4012,SUADEPDEP,,Suaeda depressa (Pursh) S. Watson var. depressa 
Dicotyledons,Amaranthaceae,Suaeda depressa var. erecta,Synonym,Suaeda calceoliformis,,,,4012,SUADEPERE,,Suaeda depressa (Pursh) S. Watson var. erecta S. Watson 
Dicotyledons,Amaranthaceae,Suaeda fruticosa,Synonym,Suaeda nigra,,,,4013,SUAFRU,,Suaeda fruticosa (L.) Forssk. 
Dicotyledons,Amaranthaceae,Suaeda intermedia,Synonym,Suaeda nigra,,,,4013,SUAINT,,Suaeda intermedia S. Watson 
Dicotyledons,Amaranthaceae,Suaeda maritima,Synonym,Suaeda calceoliformis,,,,4012,SUAMAR,,Suaeda maritima (L.) Dumort. 
Dicotyledons,Amaranthaceae,Suaeda moquinii,Synonym,Suaeda nigra,,,,4013,SUAMOQ,,Suaeda moquinii (Torr.) Greene 
