Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,ConceptNum,Acronym,FloraPage,Scientific_name_auths
Dicotyledons,Salicaceae,Salix lasiolepis var. bigelovii,Synonym,Salix lasiolepis,,,,3644,SALLASBIG,,Salix lasiolepis Benth. var. bigelovii (Torr.) Bebb 
Dicotyledons,Salicaceae,Salix lasiolepis var. lasiolepis,Synonym,Salix lasiolepis,,,,3644,SALLASLAS,,Salix lasiolepis Benth. var. lasiolepis 
Dicotyledons,Salicaceae,Salix lemmonii,Accepted,Salix lemmonii,,native,Fully described,3649,SALLEM,,Salix lemmonii Bebb 
Dicotyledons,Salicaceae,Salix ligulifolia,Accepted,Salix ligulifolia,,native,Fully described,4826,SALLIG,,Salix ligulifolia (C.R. Ball) C.R. Ball ex C.K. Schneid. 
Dicotyledons,Salicaceae,Salix lucida,Synonym,Salix lasiandra var. lasiandra,in part,,,3648,SALLUC7SALLASLAS2,,Salix lucida Muhl. 
Dicotyledons,Salicaceae,Salix lucida,Synonym,Salix lasiandra var. caudata,in part,,,3647,SALLUC7SALLASCAU,,Salix lucida Muhl. 
Dicotyledons,Salicaceae,Salix lucida ssp. caudata,Synonym,Salix lasiandra var. caudata,,,,3647,SALLUCCAU,,Salix lucida Muhl. ssp. caudata (Nutt.) E. Murray 
Dicotyledons,Salicaceae,Salix lucida ssp. lasiandra,Synonym,Salix lasiandra var. lasiandra,,,,3648,SALLUCLAS,,Salix lucida Muhl. ssp. lasiandra (Benth.) E. Murray 
Dicotyledons,Salicaceae,Salix lutea,Accepted,Salix lutea,,native,Fully described,3650,SALLUT,,Salix lutea Nutt. 
Dicotyledons,Salicaceae,Salix lutea var. ligulifolia,Synonym,Salix ligulifolia,,,,4826,SALLUTLIG,,Salix lutea Nutt. var. ligulifolia C.R. Ball 
Dicotyledons,Salicaceae,Salix lutea var. lutea,Synonym,Salix lutea,,,,3650,SALLUTLUT,,Salix lutea Nutt. var. lutea 
Dicotyledons,Salicaceae,Salix lutea var. platyphylla,Synonym,Salix lutea,,,,3650,SALLUTPLA,,Salix lutea Nutt. var. platyphylla C.R. Ball 
Dicotyledons,Salicaceae,Salix mackenzieana,Synonym,Salix prolixa,,,,3683,SALMAC,,Salix mackenzieana (Hook.) Barratt 
Dicotyledons,Salicaceae,Salix mackenzieana var. mackenzieana,Synonym,Salix prolixa,,,,3683,SALMACMAC,,Salix mackenzieana (Hook.) Barratt var. mackenzieana 
Dicotyledons,Salicaceae,Salix mackenzieana var. macrogemma,Synonym,Salix prolixa,,,,3683,SALMACMAC2,,Salix mackenzieana (Hook.) Barratt var. macrogemma C.R. Ball 
Dicotyledons,Salicaceae,Salix melanopsis,Accepted,Salix melanopsis,,native,Fully described,3628,SALMEL,,Salix melanopsis Nutt. 
Dicotyledons,Salicaceae,Salix melanopsis var. bolanderiana,Synonym,Salix melanopsis,,,,3628,SALMELBOL,,Salix melanopsis Nutt. var. bolanderiana (Rowlee) C.K. Schneid. 
Dicotyledons,Salicaceae,Salix melanopsis var. melanopsis,Synonym,Salix melanopsis,,,,3628,SALMELMEL,,Salix melanopsis Nutt. var. melanopsis 
Dicotyledons,Salicaceae,Salix melanopsis var. tenerrima,Synonym,Salix melanopsis,,,,3628,SALMELTEN,,Salix melanopsis Nutt. var. tenerrima C.R. Ball 
Dicotyledons,Salicaceae,Salix monica,Synonym,Salix planifolia var. monica,,,,14116,SALMON2,,Salix monica Bebb 
Dicotyledons,Salicaceae,Salix monochroma,Accepted,Salix monochroma,,native,Fully described,3655,SALMON,,Salix monochroma C.R. Ball 
Dicotyledons,Salicaceae,Salix myrtillifolia,Synonym,Salix boothii,,,,3607,SALMYR,,Salix myrtillifolia Andersson 
Dicotyledons,Salicaceae,Salix nivalis,Accepted,Salix nivalis,,native,Fully described,3659,SALNIV,,Salix nivalis Hook. 
Dicotyledons,Salicaceae,Salix nivalis var. saximontana,Synonym,Salix nivalis,,,,3659,SALNIVSAX,,Salix nivalis Hook. var. saximontana (Rydb.) C.K. Schneid. 
Dicotyledons,Salicaceae,Salix orestera,Misapplied,Salix glauca var. villosa,,,,4389,SALORE,,Salix orestera C.K. Schneid. 
Dicotyledons,Salicaceae,Salix parishiana,Synonym,Salix exigua var. exigua,,,,3627,SALPAR,,Salix parishiana Rowlee 
Dicotyledons,Salicaceae,Salix pedicellaris,Accepted,Salix pedicellaris,,native,Fully described,3678,SALPED,,Salix pedicellaris Pursh 
Dicotyledons,Salicaceae,Salix pennata,Synonym,Salix planifolia var. planifolia,,,,3680,SALPEN,,Salix pennata C.R. Ball 
Dicotyledons,Salicaceae,Salix petrophila,Accepted,Salix petrophila,,native,Fully described,3602,SALPET,,Salix petrophila Rydb. 
Dicotyledons,Salicaceae,Salix petrophila var. petrophila,Synonym,Salix petrophila,,,,3602,SALPETPET,,Salix petrophila Rydb. var. petrophila 
Dicotyledons,Salicaceae,Salix phylicifolia var. monica,Synonym,Salix planifolia var. monica,,,,14116,SALPHYMON,,Salix phylicifolia L. var. monica (Bebb) Jeps. 
Dicotyledons,Salicaceae,Salix phylicifolia var. pennata,Synonym,Salix planifolia var. planifolia,,,,3680,SALPHYPEN,,Salix phylicifolia L. var. pennata (C.R. Ball) Cronquist 
Dicotyledons,Salicaceae,Salix phylicifolia var. planifolia,Synonym,Salix planifolia var. planifolia,,,,3680,SALPHYPLA,,Salix phylicifolia L. var. planifolia (Pursh) Cronquist 
Dicotyledons,Salicaceae,Salix piperi,Synonym,Salix hookeriana,,,,3679,SALPIP,,Salix piperi Bebb 
Dicotyledons,Salicaceae,Salix planifolia,Accepted,Salix planifolia,Bare species,native,Fully described,14115,SALPLA,,Salix planifolia Pursh 
Dicotyledons,Salicaceae,Salix planifolia ssp. planifolia,Synonym,Salix planifolia var. planifolia,,,,3680,SALPLAPLA,,Salix planifolia Pursh ssp. planifolia 
Dicotyledons,Salicaceae,Salix planifolia var. monica,Accepted,Salix planifolia var. monica,,native,Fully described,14116,SALPLAMON,,Salix planifolia Pursh var. monica (Bebb) C.K. Schneid. 
Dicotyledons,Salicaceae,Salix planifolia var. planifolia,Accepted,Salix planifolia var. planifolia,,native,Fully described,3680,SALPLAPLA2,,Salix planifolia Pursh var. planifolia 
Dicotyledons,Salicaceae,Salix prolixa,Accepted,Salix prolixa,,native,Fully described,3683,SALPRO,,Salix prolixa Andersson 
Dicotyledons,Salicaceae,Salix pseudocordata,Synonym,Salix boothii,,,,3607,SALPSE,,Salix pseudocordata (Andersson) Rydb. 
Dicotyledons,Salicaceae,Salix pseudomyrsinites,Misapplied,Salix boothii,,,,3607,SALPSE2,,Salix pseudomyrsinites Andersson 
Dicotyledons,Salicaceae,Salix purpurea,Accepted,Salix purpurea,,"exotic, not naturalized",,13136,SALPUR,,Salix purpurea L. 
Dicotyledons,Salicaceae,Salix reticulata,Misapplied,Salix nivalis,,,,3659,SALRET,,Salix reticulata L. 
Dicotyledons,Salicaceae,Salix reticulata ssp. nivalis,Synonym,Salix nivalis,,,,3659,SALRETNIV,,"Salix reticulata L. ssp. nivalis (Hook.) Á. Löve, D. Löve & B.M. Kapoor "
Dicotyledons,Salicaceae,Salix rigida,Synonym,Salix lutea,in part,,,3650,SALRIG7SALLUT,,Salix rigida Muhl. 
Dicotyledons,Salicaceae,Salix rigida,Synonym,Salix prolixa,in part,,,3683,SALRIG7SALPRO,,Salix rigida Muhl. 
Dicotyledons,Salicaceae,Salix rigida var. mackenzieana,Synonym,Salix monochroma,in part,,,3655,SALRIGMAC7SALMON,,Salix rigida Muhl. var. mackenzieana (Hook.) Cronquist 
Dicotyledons,Salicaceae,Salix rigida var. mackenzieana,Synonym,Salix prolixa,in part,,,3683,SALRIGMAC7SALPRO,,Salix rigida Muhl. var. mackenzieana (Hook.) Cronquist 
Dicotyledons,Salicaceae,Salix rigida var. macrogemma,Synonym,Salix prolixa,,,,3683,SALRIGMAC2,,Salix rigida Muhl. var. macrogemma (C.R. Ball) Cronquist 
Dicotyledons,Salicaceae,Salix rigida var. watsonii,Synonym,Salix lutea,,,,3650,SALRIGWAT,,Salix rigida Muhl. var. watsonii (Bebb) Cronquist 
Dicotyledons,Salicaceae,Salix saximontana,Synonym,Salix nivalis,,,,3659,SALSAX,,Salix saximontana Rydb. 
Dicotyledons,Salicaceae,Salix scouleriana,Accepted,Salix scouleriana,,native,Fully described,3694,SALSCO,,Salix scouleriana Barratt ex Hook. 
Dicotyledons,Salicaceae,Salix scouleriana var. coetaenea,Synonym,Salix scouleriana,,,,3694,SALSCOCOE,,Salix scouleriana Barratt ex Hook. var. coetaenea C.R. Ball 
Dicotyledons,Salicaceae,Salix scouleriana var. scouleriana,Synonym,Salix scouleriana,,,,3694,SALSCOSCO,,Salix scouleriana Barratt ex Hook. var. scouleriana 
Dicotyledons,Salicaceae,Salix scouleriana var. thompsonii,Synonym,Salix scouleriana,,,,3694,SALSCOTHO,,Salix scouleriana Barratt ex Hook. var. thompsonii C.R. Ball 
Dicotyledons,Salicaceae,Salix sessilifolia,Accepted,Salix sessilifolia,,native,Fully described,3696,SALSES,,Salix sessilifolia Nutt. 
Dicotyledons,Salicaceae,Salix sitchensis,Accepted,Salix sitchensis,Bare species,native,Fully described,14123,SALSIT,,Salix sitchensis Sanson ex Bong. 
Dicotyledons,Salicaceae,Salix sitchensis var. angustifolia,Accepted,Salix sitchensis var. angustifolia,,native,Fully described,13032,SALSITANG,,Salix sitchensis Sanson ex Bong. var. angustifolia Bebb 
Dicotyledons,Salicaceae,Salix sitchensis var. sitchensis,Accepted,Salix sitchensis var. sitchensis,,native,Fully described,3698,SALSITSIT,,Salix sitchensis Sanson ex Bong. var. sitchensis 
Dicotyledons,Salicaceae,Salix subcoerulea,Synonym,Salix drummondiana,,,,3624,SALSUB,,Salix subcoerulea Piper 
Dicotyledons,Salicaceae,Salix tracyi,Accepted,Salix tracyi,,native,Fully described,12914,SALTRA2,,Salix tracyi C.R. Ball 
Dicotyledons,Salicaceae,Salix vestita,Accepted,Salix vestita,,native,Fully described,3701,SALVES,,Salix vestita Pursh 
Dicotyledons,Salicaceae,Salix vestita var. erecta,Synonym,Salix vestita,,,,3701,SALVESERE,,Salix vestita Pursh var. erecta Andersson 
Dicotyledons,Salicaceae,Salix wolfii,Accepted,Salix wolfii,Bare species,native,Fully described,12915,SALWOL,,Salix wolfii Bebb 
Dicotyledons,Salicaceae,Salix wolfii var. idahoensis,Accepted,Salix wolfii var. idahoensis,,native,Fully described,3705,SALWOLIDA,,Salix wolfii Bebb var. idahoensis C.R. Ball 
Dicotyledons,Salicaceae,Salix wolfii var. wolfii,Misapplied,Salix wolfii var. idahoensis,,,,3705,SALWOLWOL,,Salix wolfii Bebb var. wolfii 
Dicotyledons,Sapindaceae,Acer campestre,Accepted,Acer campestre,,"exotic, not naturalized",,14936,ACECAM,,Acer campestre L. 
Dicotyledons,Sapindaceae,Acer circinatum,Accepted,Acer circinatum,,native,Fully described,16,ACECIR,,Acer circinatum Pursh 
Dicotyledons,Sapindaceae,Acer ginnala,Accepted,Acer ginnala,,"exotic, not naturalized",,14135,ACEGIN,,Acer ginnala Maxim. 
Dicotyledons,Sapindaceae,Acer glabrum,Accepted,Acer glabrum,Bare species,native,Fully described,9000,ACEGLA,,Acer glabrum Torr. 
Dicotyledons,Sapindaceae,Acer glabrum ssp. douglasii,Synonym,Acer glabrum var. douglasii,,,,20,ACEGLADOU2,,Acer glabrum Torr. ssp. douglasii (Hook.) Wesm. 
Dicotyledons,Sapindaceae,Acer glabrum var. douglasii,Accepted,Acer glabrum var. douglasii,,native,Fully described,20,ACEGLADOU,,Acer glabrum Torr. var. douglasii (Hook.) Dippel 
Dicotyledons,Sapindaceae,Acer glabrum var. glabrum,Accepted,Acer glabrum var. glabrum,,native,Fully described,21,ACEGLAGLA,,Acer glabrum Torr. var. glabrum 
Dicotyledons,Sapindaceae,Acer glabrum var. torreyi,Synonym,Acer glabrum var. glabrum,,,,21,ACEGLATOR,,Acer glabrum Torr. var. torreyi (Greene) Smiley 
Dicotyledons,Sapindaceae,Acer macrophyllum,Accepted,Acer macrophyllum,,native,Fully described,29,ACEMAC,,Acer macrophyllum Pursh 
Dicotyledons,Sapindaceae,Acer negundo,Accepted,Acer negundo,,native and exotic,Fully described,32,ACENEG,,Acer negundo L. 
Dicotyledons,Sapindaceae,Acer negundo ssp. californicum,Synonym,Acer negundo,,,,32,ACENEGCAL2,,Acer negundo L. ssp. californicum (Torr. & A. Gray) Wesm. 
Dicotyledons,Sapindaceae,Acer negundo var. californicum,Synonym,Acer negundo,,,,32,ACENEGCAL,,Acer negundo L. var. californicum (Torr. & A. Gray) Sarg. 
Dicotyledons,Sapindaceae,Acer platanoides,Accepted,Acer platanoides,,"exotic, naturalized",,4810,ACEPLA,,Acer platanoides L. 
Dicotyledons,Sapindaceae,Acer pseudoplatanus,Accepted,Acer pseudoplatanus,,"exotic, not naturalized",,14207,ACEPSE,,Acer pseudoplatanus L. 
Dicotyledons,Sapindaceae,Acer rubrum,Accepted,Acer rubrum,,"exotic, not naturalized",,13144,ACERUB,,Acer rubrum L. 
Dicotyledons,Sapindaceae,Acer saccharinum,Accepted,Acer saccharinum,,"exotic, not naturalized",,13838,ACESAC2,,Acer saccharinum L. 
Dicotyledons,Sapindaceae,Acer saccharum,Accepted,Acer saccharum,,"exotic, not naturalized",,14461,ACESAC,,Acer saccharum Marshall 
Dicotyledons,Sapindaceae,Aesculus californica,Accepted,Aesculus californica,,native,Fully described,4538,AESCAL,,Aesculus californica (Spach) Nutt. 
Dicotyledons,Sapindaceae,Aesculus glabra,Accepted,Aesculus glabra,Bare species,"exotic, not naturalized",,14031,AESGLA,,Aesculus glabra Willd. 
Dicotyledons,Sapindaceae,Aesculus glabra var. glabra,Accepted,Aesculus glabra var. glabra,,"exotic, not naturalized",,13968,AESGLAGLA,,Aesculus glabra Willd. var. glabra 
Dicotyledons,Sapindaceae,Aesculus hippocastanum,Accepted,Aesculus hippocastanum,,"exotic, not naturalized",,45,AESHIP,,Aesculus hippocastanum L. 
Dicotyledons,Sarcobataceae,Sarcobatus vermiculatus,Accepted,Sarcobatus vermiculatus,,native,Fully described,3702,SARVER,,Sarcobatus vermiculatus (Hook.) Torr. 
Dicotyledons,Sarraceniaceae,Darlingtonia californica,Accepted,Darlingtonia californica,,native,Fully described,1368,DARCAL,,Darlingtonia californica Torr. 
Dicotyledons,Saururaceae,Anemopsis californica,Accepted,Anemopsis californica,,native,Fully described,201,ANECAL,,Anemopsis californica (Nutt.) Hook. & Arn. 
Dicotyledons,Saxifragaceae,Bensonia oregona,Synonym,Bensoniella oregona,,,,595,BENORE2,,Bensonia oregona Abrams & Bacig. 
Dicotyledons,Saxifragaceae,Bensoniella oregana,Synonym,Bensoniella oregona,,,,595,BENORE,,Bensoniella oregana (Abrams & Bacig.) C.V. Morton 
Dicotyledons,Saxifragaceae,Bensoniella oregona,Accepted,Bensoniella oregona,,native,Fully described,595,BENORE3,,Bensoniella oregona (Abrams & Bacig.) C.V. Morton 
Dicotyledons,Saxifragaceae,Bolandra oregana,Accepted,Bolandra oregana,,native,Fully described,632,BOLORE,,Bolandra oregana S. Watson 
Dicotyledons,Saxifragaceae,Bolandra oregana var. imnahaensis,Synonym,Bolandra oregana,,,,632,BOLOREIMN,,Bolandra oregana S. Watson var. imnahaensis M. Peck 
Dicotyledons,Saxifragaceae,Bolandra oregana var. oregana,Synonym,Bolandra oregana,,,,632,BOLOREORE,,Bolandra oregana S. Watson var. oregana 
Dicotyledons,Saxifragaceae,Boykinia elata,Synonym,Boykinia occidentalis,,,,620,BOYELA,,Boykinia elata (Nutt.) Greene 
Dicotyledons,Saxifragaceae,Boykinia intermedia,Accepted,Boykinia intermedia,,native,Fully described,627,BOYINT,,Boykinia intermedia (Piper) G.N. Jones 
Dicotyledons,Saxifragaceae,Boykinia major,Accepted,Boykinia major,,native,Fully described,628,BOYMAJ,,Boykinia major A. Gray 
Dicotyledons,Saxifragaceae,Boykinia major var. intermedia,Synonym,Boykinia intermedia,,,,627,BOYMAJINT,,Boykinia major A. Gray var. intermedia Piper 
Dicotyledons,Saxifragaceae,Boykinia major var. major,Synonym,Boykinia major,,,,628,BOYMAJMAJ,,Boykinia major A. Gray var. major 
Dicotyledons,Saxifragaceae,Boykinia occidentalis,Accepted,Boykinia occidentalis,,native,Fully described,620,BOYOCC,,Boykinia occidentalis Torr. & A. Gray 
Dicotyledons,Saxifragaceae,Cascadia nuttallii,Accepted,Cascadia nuttallii,,native,Fully described,3660,CASNUT,,Cascadia nuttallii (Small) A.M. Johnson 
Dicotyledons,Saxifragaceae,Chrysosplenium glechomaefolium,Synonym,Chrysosplenium glechomifolium,,,,1070,CHRGLE2,,Chrysosplenium glechomaefolium Nutt. 
Dicotyledons,Saxifragaceae,Chrysosplenium glechomifolium,Accepted,Chrysosplenium glechomifolium,,native,Fully described,1070,CHRGLE,,Chrysosplenium glechomifolium Nutt. 
Dicotyledons,Saxifragaceae,Darmera peltata,Accepted,Darmera peltata,,native,Fully described,2986,DARPEL,,Darmera peltata (Torr.) Voss 
Dicotyledons,Saxifragaceae,Elmera racemosa,Accepted,Elmera racemosa,,native,Fully described,1548,ELMRAC,,Elmera racemosa (S. Watson) Rydb. 
Dicotyledons,Saxifragaceae,Elmera racemosa var. racemosa,Synonym,Elmera racemosa,,,,1548,ELMRACRAC,,Elmera racemosa (S. Watson) Rydb. var. racemosa 
Dicotyledons,Saxifragaceae,Hemieva ranunculifolia,Accepted,Hemieva ranunculifolia,,native,Fully described,4017,HEMRAN,,Hemieva ranunculifolia (Hook.) Raf. 
Dicotyledons,Saxifragaceae,Heuchera chlorantha,Accepted,Heuchera chlorantha,,native,Fully described,2024,HEUCHL,,Heuchera chlorantha Piper 
Dicotyledons,Saxifragaceae,Heuchera cusickii,Synonym,Heuchera grossulariifolia var. grossulariifolia,,,,2036,HEUCUS,,"Heuchera cusickii Rosend., Butters & Lakela "
Dicotyledons,Saxifragaceae,Heuchera cylindrica,Accepted,Heuchera cylindrica,,native,Fully described,2030,HEUCYL,,Heuchera cylindrica Douglas 
Dicotyledons,Saxifragaceae,Heuchera cylindrica var. alpina,Synonym,Heuchera cylindrica,,,,2030,HEUCYLALP,,Heuchera cylindrica Douglas var. alpina S. Watson 
Dicotyledons,Saxifragaceae,Heuchera cylindrica var. cylindrica,Synonym,Heuchera cylindrica,,,,2030,HEUCYLCYL,,Heuchera cylindrica Douglas var. cylindrica 
Dicotyledons,Saxifragaceae,Heuchera cylindrica var. glabella,Synonym,Heuchera cylindrica,,,,2030,HEUCYLGLA,,Heuchera cylindrica Douglas var. glabella (Torr. & A. Gray) Wheelock 
Dicotyledons,Saxifragaceae,Heuchera glabella,Synonym,Heuchera cylindrica,,,,2030,HEUGLA2,,Heuchera glabella Torr. & A. Gray 
Dicotyledons,Saxifragaceae,Heuchera glabra,Accepted,Heuchera glabra,,native,Fully described,2035,HEUGLA,,Heuchera glabra Willd. 
Dicotyledons,Saxifragaceae,Heuchera grossulariifolia,Accepted,Heuchera grossulariifolia,Bare species,native,Fully described,9656,HEUGRO,,Heuchera grossulariifolia Rydb. 
Dicotyledons,Saxifragaceae,Heuchera grossulariifolia var. grossulariifolia,Accepted,Heuchera grossulariifolia var. grossulariifolia,,native,Fully described,2036,HEUGROGRO,,Heuchera grossulariifolia Rydb. var. grossulariifolia 
Dicotyledons,Saxifragaceae,Heuchera grossulariifolia var. tenuifolia,Accepted,Heuchera grossulariifolia var. tenuifolia,,native,Fully described,2037,HEUGROTEN,,Heuchera grossulariifolia Rydb. var. tenuifolia (Wheelock) C.L. Hitchc. 
Dicotyledons,Saxifragaceae,Heuchera merriamii,Accepted,Heuchera merriamii,,native,Fully described,2043,HEUMER,,Heuchera merriamii Eastw. 
Dicotyledons,Saxifragaceae,Heuchera micrantha,Accepted,Heuchera micrantha,,native,Fully described,2046,HEUMIC,,Heuchera micrantha Douglas 
Dicotyledons,Saxifragaceae,Heuchera micrantha var. diversifolia,Synonym,Heuchera micrantha,,,,2046,HEUMICDIV,,"Heuchera micrantha Douglas var. diversifolia (Rydb.) Rosend., Butters & Lakela "
Dicotyledons,Saxifragaceae,Heuchera micrantha var. erubescens,Synonym,Heuchera micrantha,,,,2046,HEUMICERU,,Heuchera micrantha Douglas var. erubescens (A. Braun & C.D. Bouché) Rosend. 
Dicotyledons,Saxifragaceae,Heuchera micrantha var. macropetala,Synonym,Heuchera micrantha,,,,2046,HEUMICMAC,,Heuchera micrantha Douglas var. macropetala Shipes & E.F. Wells 
Dicotyledons,Saxifragaceae,Heuchera micrantha var. micrantha,Synonym,Heuchera micrantha,,,,2046,HEUMICMIC,,Heuchera micrantha Douglas var. micrantha 
Dicotyledons,Saxifragaceae,Heuchera micrantha var. pacifica,Synonym,Heuchera micrantha,,,,2046,HEUMICPAC,,"Heuchera micrantha Douglas var. pacifica Rosend., Butters & Lakela "
Dicotyledons,Saxifragaceae,Heuchera ovalifolia,Synonym,Heuchera cylindrica,,,,2030,HEUOVA,,Heuchera ovalifolia Nutt. ex Torr. & A. Gray 
Dicotyledons,Saxifragaceae,Heuchera ovalifolia var. ovalifolia,Synonym,Heuchera cylindrica,,,,2030,HEUOVAOVA,,Heuchera ovalifolia Nutt. ex Torr. & A. Gray var. ovalifolia 
Dicotyledons,Saxifragaceae,Heuchera ovalifolia var. thompsonii,Synonym,Heuchera cylindrica,,,,2030,HEUOVATHO,,"Heuchera ovalifolia Nutt. ex Torr. & A. Gray var. thompsonii Rosend., Butters & Lakela "
Dicotyledons,Saxifragaceae,Heuchera pilosissima,Accepted,Heuchera pilosissima,,native,Fully described,4721,HEUPIL,,Heuchera pilosissima Fisch. & C.A. Mey. 
Dicotyledons,Saxifragaceae,Heuchera rubescens,Accepted,Heuchera rubescens,,native,Fully described,2056,HEURUB,,Heuchera rubescens Torr. 
Dicotyledons,Saxifragaceae,Heuchera rubescens var. rubescens,Synonym,Heuchera rubescens,,,,2056,HEURUBRUB,,Heuchera rubescens Torr. var. rubescens 
Dicotyledons,Saxifragaceae,Heuchera rubescens var. rydbergiana,Synonym,Heuchera rubescens,,,,2056,HEURUBRYD,,"Heuchera rubescens Torr. var. rydbergiana Rosend., Butters & Lakela "
Dicotyledons,Saxifragaceae,Heuchera rubescens var. truncata,Synonym,Heuchera rubescens,,,,2056,HEURUBTRU,,"Heuchera rubescens Torr. var. truncata Rosend., Butters & Lakela "
Dicotyledons,Saxifragaceae,Heuchera saxicola,Synonym,Heuchera cylindrica,,,,2030,HEUSAX,,Heuchera saxicola E.E. Nelson 
Dicotyledons,Saxifragaceae,Heuchera tenuifolia,Synonym,Heuchera grossulariifolia var. tenuifolia,,,,2037,HEUTEN,,Heuchera tenuifolia (Wheelock) Rydb. 
Dicotyledons,Saxifragaceae,Leptarrhena pyrolifolia,Accepted,Leptarrhena pyrolifolia,,native,Fully described,2335,LEPPYR,,Leptarrhena pyrolifolia (D. Don) R. Br. 
Dicotyledons,Saxifragaceae,Lithophragma affine,Accepted,Lithophragma affine,,native,Fully described,2348,LITAFF,,Lithophragma affine A. Gray 
Dicotyledons,Saxifragaceae,Lithophragma affinis,Synonym,Lithophragma affine,,,,2348,LITAFF2,,Lithophragma affinis A. Gray 
Dicotyledons,Saxifragaceae,Lithophragma bulbifera,Synonym,Lithophragma glabrum,,,,2385,LITBUL,,Lithophragma bulbifera Rydb. 
Dicotyledons,Saxifragaceae,Lithophragma campanulata,Synonym,Lithophragma campanulatum,,,,2367,LITCAM2,,Lithophragma campanulata Howell 
Dicotyledons,Saxifragaceae,Lithophragma campanulatum,Accepted,Lithophragma campanulatum,,native,Fully described,2367,LITCAM,,Lithophragma campanulatum Howell 
Dicotyledons,Saxifragaceae,Lithophragma glabra,Synonym,Lithophragma glabrum,,,,2385,LITGLA2,,Lithophragma glabra Nutt. 
Dicotyledons,Saxifragaceae,Lithophragma glabrum,Accepted,Lithophragma glabrum,,native,Fully described,2385,LITGLA,,Lithophragma glabrum Nutt. 
Dicotyledons,Saxifragaceae,Lithophragma heterophylla var. campanulata,Synonym,Lithophragma campanulatum,,,,2367,LITHETCAM,,Lithophragma heterophylla (Hook. & Arn.) Torr. & A. Gray var. campanulata (Howell) M. Peck 
Dicotyledons,Saxifragaceae,Lithophragma heterophyllum,Synonym,Lithophragma campanulatum,,,,2367,LITHET,,Lithophragma heterophyllum (Hook. & Arn.) Torr. & A. Gray 
Dicotyledons,Saxifragaceae,Lithophragma parviflora,Synonym,Lithophragma parviflorum,,,,9914,LITPAR2,,Lithophragma parviflora (Hook.) Nutt. ex Torr. & A. Gray 
Dicotyledons,Saxifragaceae,Lithophragma parviflorum,Accepted,Lithophragma parviflorum,Bare species,native,Fully described,9914,LITPAR,,Lithophragma parviflorum (Hook.) Nutt. 
Dicotyledons,Saxifragaceae,Lithophragma parviflorum var. parviflorum,Accepted,Lithophragma parviflorum var. parviflorum,,native,Fully described,2396,LITPARPAR,,Lithophragma parviflorum (Hook.) Nutt. var. parviflorum 
Dicotyledons,Saxifragaceae,Lithophragma rupicola,Synonym,Lithophragma tenellum,,,,2409,LITRUP,,Lithophragma rupicola Greene 
Dicotyledons,Saxifragaceae,Lithophragma tenella,Synonym,Lithophragma tenellum,,,,2409,LITTEN2,,Lithophragma tenella Nutt. 
Dicotyledons,Saxifragaceae,Lithophragma tenella var. tenella,Synonym,Lithophragma tenellum,,,,2409,LITTENTEN,,Lithophragma tenella Nutt. var. tenella 
Dicotyledons,Saxifragaceae,Lithophragma tenellum,Accepted,Lithophragma tenellum,,native,Fully described,2409,LITTEN,,Lithophragma tenellum Nutt. 
Dicotyledons,Saxifragaceae,Micranthes apetala,Accepted,Micranthes apetala,,native,Fully described,4994,MICAPE,,Micranthes apetala (Piper) Small 
Dicotyledons,Saxifragaceae,Micranthes aprica,Accepted,Micranthes aprica,,native,Fully described,3599,MICAPR,,Micranthes aprica (Greene) Small 
Dicotyledons,Saxifragaceae,Micranthes californica,Accepted,Micranthes californica,,native,Fully described,3611,MICCAL2,,Micranthes californica (Greene) Small 
Dicotyledons,Saxifragaceae,Micranthes ferruginea,Accepted,Micranthes ferruginea,,native,Fully described,3630,MICFER,,Micranthes ferruginea (Graham) Brouillet & Gornall 
Dicotyledons,Saxifragaceae,Micranthes fragosa,Accepted,Micranthes fragosa,,native,Fully described,3638,MICFRA,,Micranthes fragosa (Small) Small 
Dicotyledons,Saxifragaceae,Micranthes gormanii,Accepted,Micranthes gormanii,,native,Fully described,3665,MICGOR,,Micranthes gormanii (Suksd.) Brouillet & Gornall 
Dicotyledons,Saxifragaceae,Micranthes hitchcockiana,Synonym,Micranthes oregana,,,,3676,MICHIT,,Micranthes hitchcockiana (Elvander) Brouillet & Gornall 
Dicotyledons,Saxifragaceae,Micranthes howellii,Accepted,Micranthes howellii,,native,Fully described,3636,MICHOW2,,Micranthes howellii (Greene) Small 
Dicotyledons,Saxifragaceae,Micranthes idahoensis,Misapplied,Micranthes occidentalis,,,,3668,MICIDA,,Micranthes idahoensis (Piper) Brouillet & Gornall 
Dicotyledons,Saxifragaceae,Micranthes integrifolia,Accepted,Micranthes integrifolia,,native,Fully described,3639,MICINT,,Micranthes integrifolia (Hook.) Small 
Dicotyledons,Saxifragaceae,Micranthes marshallii,Accepted,Micranthes marshallii,,native,Fully described,3651,MICMAR,,Micranthes marshallii (Greene) Small 
Dicotyledons,Saxifragaceae,Micranthes nelsoniana,Accepted,Micranthes nelsoniana,Bare species,native,Fully described,14812,MICNEL,,Micranthes nelsoniana (D. Don) Small 
